id,incident_date,title,area,severity,environment,detection,detection_method,detection_evidence,era,status,introduced_sha,introduced_date,prod_exposure_start,detected_date,fix_shas,fix_date,fix_reached_main_date,fix_path,days_live_in_prod,confidence,env_confidence,environment_basis,source,evidence
BUG-0200,2026-07-03,PODS check failed on day 2+ of multi-day trips,rods-eld,wrong-data,staging,other,unknown,,staging-first,fixed,af08026,2026-07-03,,,2b33ee7,2026-07-03,2026-07-03,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,2b33ee7: the app was searching per day's job_uuid - day 2 falsely failed the check
BUG-0201,2026-07-03,Per-driver PODS checkbox read-only,rods-eld,cosmetic,staging,user-reported,admin-or-owner-reported,Batch 7: field-feedback fixes,staging-first,fixed,af08026,2026-07-03,,,c7dcd7e,2026-07-03,2026-07-03,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,c7dcd7e: Per-driver PODS checkbox is tappable again. The row was readOnly and looked broken
BUG-0202,2026-07-03,RODS changesForDriver sort misordered timestamps,rods-eld,wrong-data,staging,other,dev-self-found,Fixes surfaced by a post-batch audit,staging-first,fixed,925fb2b,2026-07-02,,2026-07-03,4a615f7,2026-07-03,2026-07-03,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,4a615f7: sort uses Date.parse rather than localeCompare so fractional-second and mixed-suffix ISO timestamps order chronologically
BUG-0203,2026-07-03,RODS logging-for field un-clearable,rods-eld,blocked-workflow,staging,other,unknown,,staging-first,fixed,925fb2b,2026-07-02,,,eb01f56,2026-07-03,2026-07-03,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,eb01f56: the crew couldn't backspace to type another driver - the field jammed their name back in mid-keystroke
BUG-0204,2026-07-03,RODS same-minute re-tap left stranded entry,rods-eld,wrong-data,staging,user-reported,admin-or-owner-reported,Batch 6: field-feedback fixes,staging-first,fixed,fb151a8,2026-07-02,,,019c03f,2026-07-03,2026-07-03,staging-only-fix,,low,low,auto-blame fb151a8 (31/89 removed lines): bug and fix reached main together or not at all,commit,019c03f: within one HH:MM the last tap wins so a misclick can be corrected without a stranded entry
BUG-0205,2026-07-03,RODS sign-off hidden until a duty tap,rods-eld,blocked-workflow,staging,other,unknown,,staging-first,fixed,86c4b25,2026-07-01,,,e02af71,2026-07-03,2026-07-03,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,e02af71: RodsSignoff no longer self-hides when zero drivers have logged duty events ... fields are reachable before any duty tap
BUG-0206,2026-07-03,Report BOL Complete link landed on chooser hub,bol,degraded,staging,other,unknown,,staging-first,fixed,019c03f,2026-07-03,,,6ab185b,2026-07-03,2026-07-03,staging-only-fix,,low,low,auto-blame 019c03f (5/14 removed lines): bug and fix reached main together or not at all,commit,"6ab185b: Timeline Actions tile hint ... was describing labor, materials, and line items but the tile only records Arrive/Depart/Start/Finish/Note"
BUG-0207,2026-07-03,Report tab did not show auto-created BOL without refresh,bol,degraded,staging,other,unknown,,staging-first,fixed,aa19746,2026-07-03,,,2b33ee7,2026-07-03,2026-07-03,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,2b33ee7: Report tab refetches BOL + PODS state on visibility/focus so a BOL auto-created on the Inventory tab appears here
BUG-0208,2026-07-03,Report tab stuck on Loading when fetch stalls,job-report,blocked-workflow,staging,user-reported,admin-or-owner-reported,Batch 6: field-feedback fixes across Report / RODS / PODS / BOL,staging-first,fixed,fb151a8,2026-07-02,,,019c03f,2026-07-03,2026-07-03,staging-only-fix,,low,low,auto-blame fb151a8 (31/89 removed lines): bug and fix reached main together or not at all,commit,019c03f: 15s timeout on the /api/job-report load so a stalled fetch can't leave the tab stuck on Loading forever
BUG-0209,2026-07-03,Stray UTF-8 BOM in mailer.py,notifications-email,cosmetic,staging,vet,vet,Vet pass: ... Post-vet-pass fixes for real issues found,staging-first,fixed,90af4be,2026-07-03,,2026-07-03,2d36cb1,2026-07-03,2026-07-03,staging-only-fix,,low,med,auto-blame 90af4be (7/13 removed lines): bug and fix reached main together or not at all,commit,2d36cb1: stripped a stray UTF-8 BOM at BOF that made ast.parse complain
BUG-0210,2026-07-06,Duplicate alembic revision a1b2c3d4e5f6 multiple heads broke deploy (second occurrence),deploy-infra,blocked-workflow,staging,other,unknown,,staging-first,fixed,525e88b,2026-07-06,,2026-07-06,90d4b92,2026-07-06,2026-07-16,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,90d4b92: 'Alembic saw two definitions for a1b2c3d4e5f6 and reported multiple heads ... breaking the Render deploy.'
BUG-0211,2026-07-06,Estimator Add Room/Subcategory did nothing in PWA (window.prompt),estimator,blocked-workflow,prod,other,unknown,,staging-first,fixed,b61e81a,2026-04-17,2026-04-18,2026-07-06,98ce6a4,2026-07-06,2026-07-16,direct-to-main,89,med,high,"introducing commit on main 2026-04-18, fix on main 2026-07-16",commit,"98ce6a4: 'window.prompt() is silently suppressed in mobile standalone/PWA browsers, so tapping ""+ Add Room"" or ""+ Subcategory"" did nothing on a phone'"
BUG-0212,2026-07-06,Report tab crashed recovering stale older-version draft,job-report,blocked-workflow,prod,other,unknown,,staging-first,fixed,019c03f,2026-07-03,2026-07-03,2026-07-06,c179ffe,2026-07-06,2026-07-16,promotion,13,high,med,"auto-blame 019c03f (4/8 removed lines): on main 2026-07-03, fix on main 2026-07-16",commit,"c179ffe: 'The Report tab crashed with ""Cannot read properties of undefined (reading 'includes')"" when recovering a draft saved by an older app version.'"
BUG-0213,2026-07-07,Estimate sheet export dropped item rows on transient error,sheets-export,wrong-data,prod,other,unknown,,staging-first,fixed,8e02aaa,2026-04-22,2026-04-22,2026-07-07,de671f3 dc6a551,2026-07-07,2026-07-07,promotion,76,high,med,"auto-blame 8e02aaa (22/22 removed lines): on main 2026-04-22, fix on main 2026-07-07",commit,"de671f3: 'A transient Google/SSL error on the items write was swallowed (logged only) with no retry, leaving a summary row on the sheet with no item rows ... the ""estimate items not syncing"" symptom.'"
BUG-0214,2026-07-08,Availability lock 409'd unchanged resubmits,availability,blocked-workflow,staging,other,dev-self-found,'The frontend already avoided this; this hardens the backend against any client.',staging-first,fixed,e6d80f3,2026-07-07,,2026-07-08,3335840,2026-07-08,2026-07-16,staging-only-fix,,low,med,auto-blame e6d80f3 (3/4 removed lines): bug and fix reached main together or not at all,commit,3335840: 'Re-submitting an already-submitted day unchanged ... no longer 409s the batch - matching the intent that the lock applies only to modifying already-submitted days.'
BUG-0215,2026-07-08,Deleted estimates left ghost sheet rows,sheets-export,wrong-data,staging,other,unknown,,staging-first,fixed,dc6a551,2026-07-07,,2026-07-08,b328808,2026-07-08,2026-07-16,staging-only-fix,,high,med,auto-blame dc6a551 (1/1 removed lines): bug and fix reached main together or not at all,commit,b328808: 'Deleting an estimate removed it from the DB but left its summary + item rows on the Estimates/EstimateItems sheet tabs (ghost rows).'
BUG-0216,2026-07-08,Employee hours editor hidden with fewer than 2 events,job-report,blocked-workflow,staging,other,unknown,,staging-first,fixed,cb6a1ae,2026-07-06,,2026-07-08,01a1844,2026-07-08,2026-07-16,staging-only-fix,,med,med,auto-blame cb6a1ae (43/65 removed lines): bug and fix reached main together or not at all,commit,"01a1844: 'the <2-timeline-events gate hid the whole editor including its own ""Manual time..."" path, reading as ""no option to log"".'"
BUG-0217,2026-07-08,Estimator notes lost characters during autosave,estimator,data-loss,staging,other,unknown,,staging-first,fixed,cb6a1ae,2026-07-06,,2026-07-08,01a1844,2026-07-08,2026-07-16,staging-only-fix,,high,med,auto-blame cb6a1ae (43/65 removed lines): bug and fix reached main together or not at all,commit,"01a1844: 'EstimateDetail resynced local state from the estimate prop on every change, so an autosave echo wiped in-progress typing (and trailing whitespace).'"
BUG-0218,2026-07-09,Skill ratings editable by any user,job-report,wrong-data,staging,user-reported,admin-or-owner-reported,"'Batch of fixes from the Vercel Toolbar feedback on staging' ... ec7484f: 'the recurring ""skills editable by any user"" report'",staging-first,fixed,7c1a861,2026-07-08,,2026-07-09,10d190a 742b1a6 ec7484f,2026-07-09,2026-07-16,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,10d190a: 'remove the self-assess escape hatch that let any user rate skills'; ec7484f adds server-side enforcement since a stale cached bundle could still show the editable UI.
BUG-0219,2026-07-10,"Cold boot fetched calendar twice, leaflet render-blocking",perf-oom,perf,prod,other,dev-self-found,'Two safe load-time wins from the staging load-time diagnosis',staging-first,fixed,f0c146c,2026-03-26,2026-03-26,2026-07-10,9e61950,2026-07-10,2026-07-16,promotion,112,med,med,"auto-blame f0c146c (2/3 removed lines): on main 2026-03-26, fix on main 2026-07-16",commit,9e61950: 'App.tsx fired loadCalendarEvents() twice on every cold boot ... index.html loaded leaflet.js as a render-blocking synchronous script'
BUG-0220,2026-07-13,Estimate item adds double-counted weight and volume,estimator,wrong-data,prod,other,dev-self-found,'(Found by the tests) Estimate item adds double-counted their own weight and volume',staging-first,fixed,0d698cf,2026-03-26,2026-03-26,2026-07-13,fe84ad7,2026-07-13,2026-07-16,promotion,112,high,low,"auto-blame 0d698cf (9/20 removed lines): on main 2026-03-26, fix on main 2026-07-16",commit runbook,fe84ad7: 'db.add(item); db.flush(); e.items.append(item) ... the persisted estimated_weight_lbs / estimated_cubic_ft came out inflated by exactly the last-added item's contribution.' || RUNBOOKS Known defects: 'Item adds used to double-count the newly added item into the estimate's rolled-up weight and volume'
BUG-0221,2026-07-13,"Estimator and job-inventory queues not idempotent, duplicate line items",offline-sync,wrong-data,prod,other,dev-self-found,"RUNBOOKS Known defects #3 (6e9cbc8), found while writing docs",staging-first,fixed,0d698cf,2026-03-26,2026-03-26,2026-07-13,fe84ad7,2026-07-13,2026-07-16,promotion,112,high,low,"auto-blame 0d698cf (9/20 removed lines): on main 2026-03-26, fix on main 2026-07-16",commit runbook adr,"fe84ad7: 'server commits, response is lost in the tunnel, the op is never acked, the next drain re-POSTs, and the crew gets a duplicate line item.' || RUNBOOKS #3 (6e9cbc8): 'If the server commits the insert but the response is lost, the retry creates a duplicate line item' || ADR 0007 'Formerly violated, now fixed (2026-07-13)': 'the backend did a plain insert against an autoincrement primary key, so a lost response produced a duplicate line item on the next drain.'"
BUG-0222,2026-07-13,Job photos did not auto-retry on reconnect,drive-upload,degraded,prod,other,dev-self-found,"RUNBOOKS Known defects #1 (6e9cbc8), 'Live bugs ... found while writing this'",staging-first,fixed,0d698cf,2026-03-26,2026-03-26,2026-07-13,fe84ad7,2026-07-13,2026-07-16,promotion,112,high,low,"auto-blame 0d698cf (9/20 removed lines): on main 2026-03-26, fix on main 2026-07-16",commit runbook,"fe84ad7: 'The UI promised the crew ""photo will retry when you're back online"", but the online handler never drained the photo store: only the manual Retry button re-pushed.' || RUNBOOKS Known defects #1 (6e9cbc8): 'The UI says photo will retry when you're back online, but the online handler does not drain the photo store'; removed in fe84ad7"
BUG-0223,2026-07-13,"Logout wipes IndexedDB, destroying unsynced photos and reimbursements",offline-sync,data-loss,unknown,other,dev-self-found,"RUNBOOKS Known defects #2 in 6e9cbc8, 'Live bugs ... found while writing this'",staging-first,open,,,,2026-07-13,,,,unfixed,,high,,introducing commit not identified,commit runbook,6e9cbc8 docs/RUNBOOKS.md: 'clearCrewState() deletes the entire IndexedDB database. A crew member who logs out with a pending receipt photo loses it permanently.' || RUNBOOKS Known defects: 'clearCrewState() deletes the entire IndexedDB database. A crew member who logs out with a pending receipt photo loses it permanently' || It also collides with the live logout data-loss defect in RUNBOOKS.md (d23703e)
BUG-0224,2026-07-13,Reimbursement queue deleted a rejected (4xx) submission silently,offline-sync,data-loss,prod,other,dev-self-found,"RUNBOOKS Known defects #5 (6e9cbc8); f5cfd07: 'This is Known Defect #2, and it fired for real on staging.'",staging-first,fixed,,,,2026-07-13,f5cfd07 724e3e1 986d522 3d251e5,2026-07-13,2026-07-13,hotfix,,high,high,fixed by a hotfix to main,commit runbook adr patch-notes,"f5cfd07: 'got a 422, and the queue DELETED the submission with nothing but a console.warn. The crew member saw no error.' || ADR 0013: 'On 2026-07-13 a real mileage reimbursement was destroyed by it: a crew device sent a payload the API refused, got a 422, and the queue deleted the submission with nothing but a console.warn.' || RUNBOOKS #5: 'any 4xx response (other than 401, 403, 408) drops the op with only a console warning ... can silently delete queued field work'; later 'a real mileage subm"
BUG-0225,2026-07-13,"Reimbursement queue persisted File handles, empty body 422 reimbursement_uuid missing",offline-sync,blocked-workflow,prod,other,unknown,,staging-first,fixed,f0fe79e,2026-05-14,2026-05-15,2026-07-13,e66a57b 23a5925,2026-07-14,2026-07-16,promotion,62,high,high,"introducing commit on main 2026-05-15, fix on main 2026-07-16",commit adr postmortem patch-notes,825f207: 'every build of the client appends reimbursement_uuid ... yet the server reports it missing.' f5cfd07: 'Root cause of the 422 itself is still open' || e66a57b: 'the server receives an EMPTY body ... [422] POST /api/reimbursements/expense rejected: body.reimbursement_uuid: Field required'; ADR 0017 || e66a57b: '[422] POST /api/reimbursements/expense rejected: body.reimbursement_uuid: Field required'; VETTING_PROTOCOL 249f891 Behavior 1a added because 'The reimbursement 422 reached main'
BUG-0226,2026-07-13,Remaining six offline queues deleted ops on permanent 4xx,offline-sync,data-loss,prod,vet,vet,3d251e5: 'this completes the vet's open items',staging-first,fixed,86fea33,2026-05-15,2026-05-15,2026-07-13,3d251e5,2026-07-15,2026-07-16,promotion,62,high,low,"auto-blame 86fea33 (23/123 removed lines): on main 2026-05-15, fix on main 2026-07-16",commit runbook adr,"dbd48da: 'records that the five are unfixed on BOTH branches, so this is losing crew data in production today.' rodsStore holds DOT duty-status records. || 3d251e5: 'still deleted a queued op on a permanent 4xx, with only a console warning - the exact silent data loss ADR 0013 was written to stop' || ADR 0013: 'All ten queues have been ported (2026-07-15)... None deletes on a permanent 4xx'"
